Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,158,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",155.2,no,no,no,yes,male,yes,18,no,0,5,5,5,11.8,0,0,5,8,3,11,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,133,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,119.7,yes,yes,yes,yes,male,no,19,no,2,7,8,7,13.075,0,1,8,11,8,12.3611111111111,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,138,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Administrative staff,131,yes,no,no,yes,male,no,19,no,0,6,8,4,11.6,0,0,6,14,2,13,0,11.1,0.6,2.02,Dropout
single,2nd phase - general contingent,second choice,Agronomy,daytime,Secondary education,126,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Higher Education - Degree,"Personal Services, Security and Safety Workers and Sellers",Specialists in Intellectual and Scientific Activities,116.9,no,no,no,yes,male,no,19,no,0,6,10,6,13.6666666666667,0,0,6,10,4,12.25,0,13.9,-0.3,0.79,Dropout
married,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,140,Portuguese,Can read without having a 4th year of schooling,10th Year of Schooling,Unskilled Workers,Armed Forces Professions,130,yes,no,no,yes,male,no,41,no,0,5,9,4,10.75,0,0,5,7,2,10,0,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,third choice,Nursing,daytime,Secondary education,143,Portuguese,Higher Education - Doctorate,Higher Education - Doctorate,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,137.8,no,no,no,yes,male,no,19,no,0,7,10,6,13.4928571428571,0,0,8,9,8,12.6888888888889,0,12.4,0.5,1.79,Graduate
single,Holders of other higher courses,second choice,Nursing,daytime,Higher education - degree,120,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Skilled Workers in Industry, Construction and Craftsmen",Armed Forces Professions,120,yes,no,no,no,male,no,23,no,0,7,0,0,0,0,0,8,0,0,0,0,12.7,3.7,-1.7,Dropout
single,1st phase - general contingent,second choice,Informatics Engineering,daytime,Secondary education,148,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",133,no,no,no,yes,male,no,18,no,0,5,12,5,13.2857142857143,0,0,5,16,5,14.8,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,second choice,Management,daytime,Secondary education,126,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,115.2,no,no,no,yes,male,no,19,no,0,5,6,5,12.6,0,0,5,13,5,11.8,5,16.2,0.3,-0.92,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,160,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,160,yes,no,no,yes,male,no,20,no,0,6,7,6,14,0,0,6,7,6,14.6666666666667,0,12.4,0.5,1.79,Graduate
single,Over 23 years old,second choice,Veterinary Nursing,daytime,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,106.3,no,no,yes,no,male,no,35,no,0,5,7,2,11.5,0,0,5,8,2,10.5,0,7.6,2.6,0.32,Dropout
divorced,Over 23 years old,third choice,Advertising and Marketing Management,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Other Situation,Other Situation,103,no,no,no,no,male,no,34,no,0,6,6,0,0,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,second choice,Communication Design,daytime,Secondary education,136,Portuguese,Higher Education - Degree,Higher Education - Degree,Unskilled Workers,Unskilled Workers,136,yes,no,yes,no,female,yes,19,no,0,6,6,6,11.8333333333333,0,0,6,8,6,12.875,0,10.8,1.4,1.74,Graduate
single,International student (bachelor),second choice,Social Service,daytime,Secondary education,150,Santomean,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,146.5,yes,no,yes,no,male,no,22,yes,0,6,10,5,11.5,0,0,6,8,5,12.4,0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,fourth choice,Communication Design,daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Master's,Administrative staff,Specialists in Intellectual and Scientific Activities,131.4,no,no,no,yes,male,no,20,no,0,6,6,6,14.1666666666667,0,0,6,8,6,12.3333333333333,0,11.1,0.6,2.02,Graduate
married,Over 23 years old,second choice,Informatics Engineering,daytime,Secondary education,110,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Student,"Personal Services, Security and Safety Workers and Sellers",137,no,no,yes,yes,male,no,30,no,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,second choice,Tourism,daytime,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers and Sellers",Administrative staff,111.9,yes,no,no,no,male,no,20,no,0,6,14,2,10.5,0,0,6,16,0,0,0,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,second choice,Communication Design,daytime,Secondary education,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",131.2,yes,no,no,yes,male,no,18,no,0,6,6,6,11.8333333333333,0,0,6,6,6,13.1666666666667,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,140,Portuguese,12th Year of Schooling - Not Completed,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,131.2,no,no,no,yes,male,yes,26,no,0,5,9,0,0,0,0,5,6,0,0,0,7.6,2.6,0.32,Dropout
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",140,no,no,no,yes,male,no,26,no,0,5,5,5,12.4,0,0,5,5,5,12.4,0,15.5,2.8,-4.06,Graduate
single,Over 23 years old,third choice,Management,daytime,Secondary education,130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Unskilled Workers,121.5,no,no,no,no,male,no,26,no,0,5,5,2,10.5,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,second choice,Management (evening attendance),evening,Secondary education,100,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",153.5,no,no,yes,no,male,no,31,no,0,5,9,0,0,0,0,5,6,0,0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,fourth choice,Animation and Multimedia Design,daytime,Secondary education,139,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,142.2,yes,no,no,yes,male,yes,20,no,6,12,12,12,14.5833333333333,0,4,11,14,11,14.3333333333333,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,150,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,7th Year (Old),Student,Student,131.1,yes,no,no,yes,male,no,19,no,0,6,6,6,11.6666666666667,0,0,6,10,3,12.6666666666667,0,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,second choice,Advertising and Marketing Management,daytime,Secondary education,133.1,Portuguese,Unknown,Higher Education - Degree,"Skilled Workers in Industry, Construction and Craftsmen",Specialists in Intellectual and Scientific Activities,130.6,yes,no,yes,no,male,no,23,no,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,seventh choice,Nursing,daytime,Secondary education,119,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Administrative staff,115,yes,no,no,yes,male,yes,20,no,0,7,14,1,13,0,0,7,15,0,0,0,11.1,0.6,2.02,Dropout
single,Change of institution/course,second choice,Nursing,daytime,Secondary education,170,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Armed Forces Professions,125,no,no,no,yes,male,no,20,no,0,7,7,7,15.66,0,7,10,11,9,15.0111111111111,0,11.1,0.6,2.02,Graduate
single,Over 23 years old,second choice,Social Service (evening attendance),evening,Secondary education,133.1,Portuguese,Unknown,Unknown,Student,Student,97.5,yes,no,no,yes,male,no,29,no,0,6,10,0,0,1,0,5,10,0,0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,fifth choice,Journalism and Communication,daytime,Secondary education,133,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",134.4,yes,no,no,yes,male,yes,20,no,0,6,6,6,12.1666666666667,0,0,6,8,4,12.75,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,125,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,118.8,no,no,no,yes,male,no,24,no,0,7,7,6,13.3,0,0,7,7,6,13.3,0,7.6,2.6,0.32,Graduate
single,Over 23 years old,second choice,Oral Hygiene,daytime,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Portuguese,Professional higher technical course,Secondary Education - 12th Year of Schooling or Eq.,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",110.5,no,no,no,yes,male,no,37,no,0,7,15,0,0,0,0,7,13,0,0,1,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,143,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,123.3,yes,no,no,yes,male,no,18,no,0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,third choice,Animation and Multimedia Design,daytime,Secondary education,127,Portuguese,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",139.6,yes,no,yes,no,male,yes,18,no,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,second choice,Nursing,daytime,Secondary education,157,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Administrative staff,Unskilled Workers,138.8,no,no,no,yes,male,no,18,no,0,8,8,7,13.5571428571429,0,0,8,8,7,13.5571428571429,0,12.7,3.7,-1.7,Graduate
single,Over 23 years old,second choice,Agronomy,daytime,Secondary education,140,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Administrative staff,140,no,no,no,yes,male,no,35,no,0,6,16,4,12,0,0,6,11,3,10.3333333333333,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,second choice,Tourism,daytime,Secondary education,128,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,118.2,no,no,no,yes,female,no,19,no,0,5,5,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,145,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Armed Forces Professions,"Personal Services, Security and Safety Workers and Sellers",150.6,yes,no,no,yes,male,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,second choice,Nursing,daytime,Secondary education,132,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Bachelor's Degree,Unskilled Workers,Intermediate Level Technicians and Professions,126,yes,no,no,yes,female,no,19,no,0,7,7,6,12.1833333333333,0,0,7,7,6,12.1833333333333,0,7.6,2.6,0.32,Graduate
single,Technological specialization diploma holders,second choice,Agronomy,daytime,Technological specialization course,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",160,yes,no,no,no,male,no,30,no,4,9,18,6,11.8333333333333,0,1,8,21,4,11,0,15.5,2.8,-4.06,Dropout
married,Change of course,second choice,Journalism and Communication,daytime,Secondary education,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers",Student,160,no,no,yes,no,male,no,51,no,0,4,4,0,0,0,0,4,4,0,0,0,12.7,3.7,-1.7,Dropout
single,Ordinance No. 854-B/99,second choice,Veterinary Nursing,daytime,Secondary education,184.4,Cape Verdean,Higher Education - Bachelor's Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,184.4,no,no,no,yes,female,no,18,yes,0,6,8,6,15,0,0,6,10,5,14.3333333333333,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,149,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,156,yes,no,no,yes,female,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,146,Portuguese,Higher education - degree (1st cycle),Higher Education - Master (2nd cycle),Administrative staff,Administrative staff,150.2,yes,no,no,yes,female,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,sixth choice,Nursing,daytime,Secondary education,139,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",126.3,yes,no,no,yes,female,yes,18,no,0,8,8,8,13.435,0,0,8,8,8,13.435,0,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,second choice,Equinculture,daytime,Secondary education,152,Portuguese,Higher Education - Bachelor's Degree,Technical-professional course,Administrative staff,Intermediate Level Technicians and Professions,146.1,yes,no,no,yes,female,no,18,no,0,5,8,4,13.5,2,0,5,9,0,0,3,10.8,1.4,1.74,Dropout
single,3rd phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,121,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Intermediate Level Technicians and Professions,116.8,yes,no,no,yes,female,no,23,no,15,17,18,17,11.5,0,16,17,17,17,12.1764705882353,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,second choice,Journalism and Communication,daytime,Secondary education,121,Portuguese,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,112.3,yes,no,yes,no,female,no,18,no,0,6,7,5,12.2,0,0,6,11,4,11.5,0,11.1,0.6,2.02,Dropout
single,1st phase - general contingent,second choice,Animation and Multimedia Design,daytime,Secondary education,143,Portuguese,Other - 11th Year of Schooling,Other - 11th Year of Schooling,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",155.3,yes,yes,no,yes,female,no,18,no,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Graduate
single,Short cycle diploma holders,second choice,Veterinary Nursing,daytime,Professional higher technical course,150,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,153.8,yes,no,no,yes,female,no,21,no,7,11,15,10,14.5,0,4,9,15,8,14,0,8.9,1.4,3.51,Graduate
